20:05:00       258488  16105208     98.42   1677072   9564684   7438420     14.72   6557944   8479440     24812
20:05:02       251712  16111984     98.46   1677076   9566524   7438420     14.72   6560256   8481344     26656
20:05:04       238832  16124864     98.54   1677076   9568188   7438420     14.72   6571660   8482680     24080
20:05:06       236916  16126780     98.55   1677076   9568468   7438420     14.72   6572024   8483312     24112
20:05:08       233972  16129724     98.57   1677084   9568836   7438420     14.72   6577320   8483684     24500
20:05:10       219672  16144024     98.66   1677084   9568844   7438420     14.72   6592392   8483684     21316
20:05:12       218708  16144988     98.66   1677084   9568460   7438420     14.72   6592820   8483696     21316
20:05:14       212216  16151480     98.70   1677104   9568244   7438420     14.72   6584380   8497800     32672
20:05:16       201492  16162204     98.77   1677104   9568376   7438420     14.72   6593156   8497928     32728
20:05:18       204760  16158936     98.75   1677104   9568384   7438420     14.72   6593580   8497928     32660
20:05:20       208640  16155056     98.72   1677108   9568392   7438420     14.72   6584272   8497940     29460
20:05:22       202880  16160816     98.76   1677116   9568396   7438420     14.72   6591752   8497940     29636
20:05:24       205420  16158276     98.74   1677116   9568404   7438420     14.72   6589424   8497940     24796
20:05:26       200192  16163504     98.78   1677120   9570384   7438420     14.72   6594544   8499836     24800
20:05:28       197416  16166280     98.79   1677120   9570512   7438420     14.72   6596680   8500052     24800
20:05:30       165588  16198108     98.99   1677120   9575560   7438420     14.72   6615512   8504996     19960
20:05:32       171612  16192084     98.95   1677124   9585356   7445524     14.73   6613500   8502188     20076
20:05:34       155292  16208404     99.05   1677124   9598072   7445524     14.73   6619716   8511852     16116
20:05:36       163864  16199832     99.00   1677124   9443044   7445524     14.73   6747164   8373168     16116
20:05:38       169840  16193856     98.96   1677132   9285252   7445524     14.73   6882428   8235644     16172
20:05:40       160196  16203500     99.02   1677132   9169480   7445524     14.73   6992660   8138404     14612
20:05:42       173224  16190472     98.94   1677140   9041604   7445524     14.73   7095032   8024256     14644
20:05:44       166048  16197648     98.99   1677144   8895168   7445524     14.73   7237460   7892268       376
20:05:46       170000  16193696     98.96   1677144   8755500   7445524     14.73   7354840   7770448       376
20:05:48       173776  16189920     98.94   1677156   8575944   7445524     14.73   7508116   7611784       408
20:05:50       167016  16196680     98.98   1677156   8442356   7445524     14.73   7634896   7495332       404
20:05:52       171192  16192504     98.95   1677156   8213356   7445524     14.73   7843604   7287052       404
20:05:54       171844  16191852     98.95   1677156   8092988   7445524     14.73   7949008   7181668       372
20:05:56       348704  16014992     97.87   1567780   7896188   7445524     14.73   8057668   6901088       372
20:05:58       173816  16189880     98.94   1379376   7929840   7445524     14.73   8334768   6801984       392
20:06:00       186932  16176764     98.86   1305460   7876036   7445524     14.73   8439324   6687664       428
20:06:02       242220  16121476     98.52   1283380   7853836   7445524     14.73   8424048   6646428       428
20:06:04       173796  16189900     98.94   1265144   7835932   7445524     14.73   8526208   6613744       188
20:06:06       167816  16195880     98.97   1211020   7781172   7445524     14.73   8631036   6516000       188
20:06:08       160096  16203600     99.02   1179716   7721280   7445524     14.73   8720360   6436780       192
20:06:10       175416  16188280     98.93   1172004   7563580   7716720     15.27   8807192   6282328       228
20:06:12       161908  16201788     99.01   1172004   7550492   7716720     15.27   8817752   6271992       236
20:06:14       170304  16193392     98.96   1172004   7325492   7716720     15.27   8987444   6076084       268
20:06:16       162844  16200852     99.00   1172012   7312680   7716720     15.27   9022876   6069160       116
20:06:18       169408  16194288     98.96   1172012   7178752   7716720     15.27   9129560   5954036       120
20:06:20       169840  16193856     98.96   1172016   6970548   7716720     15.27   9116368   5973256       136
20:06:22       172100  16191596     98.95   1170856   6837100   7716720     15.27   9211440   5867380       180
20:06:24       255064  16108632     98.44   1170832   6404364   7715184     15.27   9528224   5465780       188
20:06:26       348188  16015508     97.87   1170832   6405208   7715184     15.27   9524816   5467204       208
20:06:28       326364  16037332     98.01   1170832   6405500   7715184     15.27   9531556   5467488       208
20:06:30       323904  16039792     98.02   1170832   6405608   7715184     15.27   9539944   5467556       196
20:06:32       323532  16040164     98.02   1170832   6405692   7715184     15.27   9543188   5467636       208
20:06:34       314628  16049068     98.08   1170836   6405936   7715184     15.27   9544036   5467856       160
20:06:36       300812  16062884     98.16   1170840   6406368   7715184     15.27   9559096   5468248       168
20:06:38       298308  16065388     98.18   1170840   6406368   7715184     15.27   9562000   5468240       168
20:06:40       293388  16070308     98.21   1170840   6406372   7715184     15.27   9573216   5468244       172
20:06:42       289916  16073780     98.23   1170840   6406372   7715184     15.27   9576760   5468244       200
20:06:44       286556  16077140     98.25   1170840   6406628   7715184     15.27   9580480   5468464       192
20:06:46       275644  16088052     98.32   1170844   6406628   7715184     15.27   9588952   5468500       220
20:06:48       275272  16088424     98.32   1170844   6406628   7715184     15.27   9589252   5468500       220
20:06:50       272916  16090780     98.33   1170848   6406628   7715184     15.27   9592084   5468500       220
20:06:52       274620  16089076     98.32   1170852   6406892   7715184     15.27   9588380   5468700       220
