10:15:01          829        14         3         0         0        12
10:25:01          829        14         3         0         0         6
10:35:01          829        14         3         0         0         6
10:45:01          829        14         3         0         0         6
10:55:01          924        39         4         0         0         8
11:05:01          920        29         4         0         0         6
11:15:01          919        28         4         0         0         6
11:25:01          921        28         4         0         0         7
11:35:01          921        28         4         0         0         6
11:45:01          922        29         4         0         0         6
11:55:01          921        28         4         0         0         7
12:05:01          919        28         4         0         0         6
12:15:01          919        28         4         0         0         6
12:25:01          919        28         4         0         0         7
12:35:01          919        28         4         0         0         6
12:45:01          921        28         4         0         0         6
12:55:01          881        52         3         0         0         7
13:05:01          853        24         3         0         0        11
13:15:01          865        35         3         0         0        15
13:25:01          862        32         3         0         0        15
13:35:01          861        30         3         0         0        36
13:45:01          892        52         3         0         0        41
13:55:01          873        32         3         0         0         8
14:05:01          854        20         3         0         0         6
14:15:01          887        53         3         0         0         6
14:25:01          867        20         3         0         0         7
14:35:01          878        31         3         0         0         6
14:45:01          872        19         3         0         0         6
14:55:01          872        19         3         0         0         7
15:05:01          873        20         3         0         0         6
15:15:01          871        18         3         0         0         6
15:25:01          872        19         3         0         0         7
15:35:01          873        20         3         0         0         6
15:45:01          872        19         3         0         0         7
15:55:01          961        40         5         0         0         7
16:05:01          963        34         4         0         0         8
16:15:01          960        33         4         0         0         6
16:25:01          961        34         4         0         0         7
16:35:01          961        34         4         0         0         6
16:45:01          960        33         4         0         0         6
16:55:01          960        33         4         0         0         7
17:05:01          960        33         4         0         0         8
17:15:01          960        33         4         0         0         6
17:25:01          960        34         4         0         0         7
17:35:01          959        33         4         0         0         6
17:45:01          872        19         3         0         0         6
17:55:01          900        47         3         0         0        22
18:05:01          899        46         3         0         0        55
18:15:01          881        28         3         0         0         8
18:25:01          873        20         3         0         0         7
18:35:01          893        40         3         0         0        19
18:45:01          886        33         3         0         0        39
18:55:01          885        32         3         0         0        11
19:05:01          891        38         3         0         0        11
19:15:01          860        15         3         0         0         8
19:25:01          900        55         3         0         0        14
19:35:01          860        25         3         0         0         9
19:45:01          856        21         3         0         0        10
19:55:01          861        26         3         0         0         8
20:05:01          909        26         3         0         0         7
20:15:01          856        27         3         0         0         7
20:25:01          899        21         3         0         0         8
20:35:01          866        35         3         0         0         9
20:45:01          797        14         3         0         0         7
20:55:01          871        29         3         0         0        10
21:05:01          856        14         3         0         0         9
21:15:01          856        14         3         0         0         8
21:25:01          878        35         3         0         0         9
21:35:01          876        31         3         0         0         9
21:45:01          888        42         3         0         0        10
21:55:01          860        15         3         0         0         9
