20:02:54     34177020         0      0.00         0      0.00
20:02:56     34177020         0      0.00         0      0.00
20:02:58     34177020         0      0.00         0      0.00
20:03:00     34177020         0      0.00         0      0.00
20:03:02     34177020         0      0.00         0      0.00
20:03:04     34177020         0      0.00         0      0.00
20:03:06     34177020         0      0.00         0      0.00
20:03:08     34177020         0      0.00         0      0.00
20:03:10     34177020         0      0.00         0      0.00
20:03:12     34177020         0      0.00         0      0.00
20:03:14     34177020         0      0.00         0      0.00
20:03:16     34177020         0      0.00         0      0.00
20:03:18     34177020         0      0.00         0      0.00
20:03:20     34177020         0      0.00         0      0.00
20:03:22     34177020         0      0.00         0      0.00
20:03:24     34177020         0      0.00         0      0.00
20:03:26     34177020         0      0.00         0      0.00
20:03:28     34177020         0      0.00         0      0.00
20:03:30     34177020         0      0.00         0      0.00
20:03:32     34177020         0      0.00         0      0.00
20:03:34     34177020         0      0.00         0      0.00
20:03:36     34177020         0      0.00         0      0.00
20:03:38     34177020         0      0.00         0      0.00
20:03:40     34177020         0      0.00         0      0.00
20:03:42     34177020         0      0.00         0      0.00
20:03:44     34177020         0      0.00         0      0.00
20:03:46     34177020         0      0.00         0      0.00
20:03:48     34177020         0      0.00         0      0.00
20:03:50     34177020         0      0.00         0      0.00
20:03:52     34177020         0      0.00         0      0.00
20:03:54     34177020         0      0.00         0      0.00
20:03:56     34177020         0      0.00         0      0.00
20:03:58     34177020         0      0.00         0      0.00
20:04:00     34177020         0      0.00         0      0.00
20:04:02     34177020         0      0.00         0      0.00
20:04:04     34177020         0      0.00         0      0.00
20:04:06     34177020         0      0.00         0      0.00
20:04:08     34177020         0      0.00         0      0.00
20:04:10     34177020         0      0.00         0      0.00
20:04:12     34177020         0      0.00         0      0.00
20:04:14     34177020         0      0.00         0      0.00
20:04:16     34177020         0      0.00         0      0.00
20:04:18     34177020         0      0.00         0      0.00
20:04:20     34177020         0      0.00         0      0.00
20:04:22     34177020         0      0.00         0      0.00
20:04:24     34177020         0      0.00         0      0.00
20:04:26     34177020         0      0.00         0      0.00
20:04:28     34177020         0      0.00         0      0.00
20:04:30     34177020         0      0.00         0      0.00
20:04:32     34177020         0      0.00         0      0.00
20:04:34     34177020         0      0.00         0      0.00
20:04:36     34177020         0      0.00         0      0.00
20:04:38     34177020         0      0.00         0      0.00
20:04:40     34177020         0      0.00         0      0.00
20:04:42     34177020         0      0.00         0      0.00
20:04:44     34177020         0      0.00         0      0.00
20:04:46     34177020         0      0.00         0      0.00
20:04:48     34177020         0      0.00         0      0.00
20:04:50     34177020         0      0.00         0      0.00
20:04:52     34177020         0      0.00         0      0.00
20:04:54     34177020         0      0.00         0      0.00
20:04:56     34177020         0      0.00         0      0.00
20:04:58     34177020         0      0.00         0      0.00
20:05:00     34177020         0      0.00         0      0.00
20:05:02     34177020         0      0.00         0      0.00
20:05:04     34177020         0      0.00         0      0.00
20:05:06     34177020         0      0.00         0      0.00
20:05:08     34177020         0      0.00         0      0.00
20:05:10     34177020         0      0.00         0      0.00
20:05:12     34177020         0      0.00         0      0.00
20:05:14     34177020         0      0.00         0      0.00
20:05:16     34177020         0      0.00         0      0.00
20:05:18     34177020         0      0.00         0      0.00
20:05:20     34177020         0      0.00         0      0.00
20:05:22     34177020         0      0.00         0      0.00
20:05:24     34177020         0      0.00         0      0.00
20:05:26     34177020         0      0.00         0      0.00
20:05:28     34177020         0      0.00         0      0.00
20:05:30     34177020         0      0.00         0      0.00
20:05:32     34177020         0      0.00         0      0.00
20:05:34     34177020         0      0.00         0      0.00
20:05:36     34177020         0      0.00         0      0.00
20:05:38     34177020         0      0.00         0      0.00
20:05:40     34177020         0      0.00         0      0.00
20:05:42     34177020         0      0.00         0      0.00
20:05:44     34177020         0      0.00         0      0.00
20:05:46     34177020         0      0.00         0      0.00
20:05:48     34177020         0      0.00         0      0.00
20:05:50     34177020         0      0.00         0      0.00
20:05:52     34177020         0      0.00         0      0.00
20:05:54     34177020         0      0.00         0      0.00
20:05:56     34177020         0      0.00         0      0.00
20:05:58     34177020         0      0.00         0      0.00
20:06:00     34177020         0      0.00         0      0.00
20:06:02     34177020         0      0.00         0      0.00
20:06:04     34177020         0      0.00         0      0.00
20:06:06     34177020         0      0.00         0      0.00
20:06:08     34177020         0      0.00         0      0.00
20:06:10     34177020         0      0.00         0      0.00
20:06:12     34177020         0      0.00         0      0.00
20:06:14     34177020         0      0.00         0      0.00
20:06:16     34177020         0      0.00         0      0.00
20:06:18     34177020         0      0.00         0      0.00
20:06:20     34177020         0      0.00         0      0.00
20:06:22     34177020         0      0.00         0      0.00
20:06:24     34177020         0      0.00         0      0.00
20:06:26     34177020         0      0.00         0      0.00
20:06:28     34177020         0      0.00         0      0.00
20:06:30     34177020         0      0.00         0      0.00
20:06:32     34177020         0      0.00         0      0.00
20:06:34     34177020         0      0.00         0      0.00
20:06:36     34177020         0      0.00         0      0.00
20:06:38     34177020         0      0.00         0      0.00
20:06:40     34177020         0      0.00         0      0.00
20:06:42     34177020         0      0.00         0      0.00
20:06:44     34177020         0      0.00         0      0.00
20:06:46     34177020         0      0.00         0      0.00
20:06:48     34177020         0      0.00         0      0.00
20:06:50     34177020         0      0.00         0      0.00
20:06:52     34177020         0      0.00         0      0.00
